ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,MGMT_NUM,ASSET_TYPE,TYPE_DESCRIPTION,MINORTYPE,MANUFACTURER,COUNT_BABY_SWING,COUNT_SR_SWING,COUNT_HANDICAP_SWING,COUNT_TIRE_SWING,COUNT_SAUCER_SWING,COUNT_PONY_SWING,INCLUSIVE,EQUIPMENT_AGE_CLASS,POINT
,BOW205,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,120205,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.1814035 51.0844691)
METAL,PKL526,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,320526,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,SENIOR,POINT (-114.0419195 50.9277458)
,CNS018,,CALGARY PARKS,DEVELOPER CONSTRUCTION,BEE SPRINGRIDER,INSTALLED,,15,SPRING TOY,MULTI BOUNCE,,,,,,,,,,POINT (-113.9268879 51.1510648)
,WSP035,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,GAMETIME,1,1,0,0,0,0,NO,COMBINED,POINT (-114.2162295 51.0627325)
,CED114,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,3,CLIMBER,RIBBON SPIRAL CLIMBER,,,,,,,,,SENIOR,POINT (-114.138387 50.9542628)
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,OAK064,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,,0,0,0,0,0,0,,SENIOR,POINT (-114.1280271 50.9724734)
,WBN317,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,3,CLIMBER,BILLY GOAT BRIDGE,,,,,,,,,JUNIOR,POINT (-114.126305 50.9375193)
,GLR001,165 AQUILA DR NW,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,3,CLIMBER,VERTICAL LADDER CLIMBER,,,,,,,,,,POINT (-114.1657657 51.1857131)
METAL,CAN336,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,310336,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,JUNIOR,POINT (-114.075662 50.9476813)
,CRA074,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,6,CLIMBING WALL STRUCTURE,NO BREAKDOWN,,,,,,,,,,POINT (-113.9780398 50.8667901)
,WSP021,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,430021,1,SWING,NO BREAKDOWN,GAMETIME,1,3,0,0,0,0,NO,COMBINED,POINT (-114.2055921 51.0533896)
,MCT778,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,340778,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-113.9686199 50.9250842)
,HOU484,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,7,TEETER TOTTER SEESAW,FULCRUM,,,,,,,,,SENIOR,POINT (-114.1103041 51.0643993)
UNSURE OF ASSET TYPE; UPDATE VIA PG INSPECTIONS,HIL056,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,5,SPINNING TOY,SPINNING POLE,,,,,,,,,,POINT (-114.0913696 51.0581035)
,KCA835,,CALGARY PARKS,CALGARY PARKS,JUNIOR; NOT PART OF AGREEMENT,ACTIVE,110835,15,SPRING TOY,MULTI BOUNCE,,,,,,,,,JUNIOR,POINT (-114.1341598 51.1578611)
,CSC003,,CALGARY PARKS,CALGARY PARKS,XYLOPHONES,ACTIVE,,4,STATIONARY TOY,STEERING WHEEL DASHBOARD,FREENOTES HARMONY,,,,,,,,,POINT (-113.959814 51.1520525)
XX ACR 2,OGD791,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,COMBINED,POINT (-114.0171223 50.997016)
,CRA009,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,7,TEETER TOTTER SEESAW,WAVE TEETER,PLAYCRAFT TIDAL WAVE PC2488,,,,,,,,SENIOR,POINT (-113.9717132 50.8700106)
,VAR103,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120103,3,CLIMBER,HORIZONTAL CLIMBER,,,,,,,,,SENIOR,POINT (-114.1673621 51.0997125)
METAL SPIRAL,TEM046,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,140046,2,SLIDE,SPIRAL SLIDE,,,,,,,,,SENIOR,POINT (-113.9440814 51.0843668)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,HOU543,,CALGARY PARKS,CALGARY PARKS,TAI CHI/ARM WHEEL,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.1043157 51.0659901)
,QLD521,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,LITTLE TIKES,1,1,,,,,,COMBINED,POINT (-114.0223546 50.9430767)
,ARB215,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,110215,6,CLIMBING WALL STRUCTURE,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.2064711 51.1372876)
,DOV030,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,17,WATER PARK TOY,NO BREAKDOWN,,,,,,,,,COMBINED,POINT (-113.9940414 51.0264556)
ROPE,CHA284,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,330284,3,CLIMBER,DOME NET OR WEB CLIMBER,,,,,,,,,SENIOR,POINT (-114.0295112 50.8800654)
,BRA104,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,310104,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.1113865 50.9567249)
,TUS602,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120602,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,SENIOR,POINT (-114.2484972 51.1192194)
,WSP004,,CALGARY PARKS,CALGARY PARKS,LOG,ACTIVE,,4,STATIONARY TOY,STEPPING STONES,,,,,,,,NO,,POINT (-114.2082801 51.0616616)
METAL SPIRAL,SIL257,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120257,2,SLIDE,SPIRAL SLIDE,,,,,,,,NO,SENIOR,POINT (-114.1899701 51.112623)
,BED594,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,150594,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-114.0877411 51.126221)
PARKS FDTN PROJECT,MRL523,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,5,SPINNING TOY,FLAT DISC OR MERRY GO ROUND,,,,,,,,,SENIOR,POINT (-113.9728748 51.0544003)
,GBK590,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,440600,1,SWING,NO BREAKDOWN,BLUE IMP,2,0,0,0,0,0,NO,JUNIOR,POINT (-114.154912 51.020657)
,GAG558,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,440558,1,SWING,NO BREAKDOWN,LANDSCAPE STRUCTURES,2,2,0,0,0,0,NO,COMBINED,POINT (-114.1269855 51.0027192)
JEEP,TUS640,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,120640,4,STATIONARY TOY,VEHICLE,,,,,,,,,JUNIOR,POINT (-114.2439433 51.131911)
,ACA198,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BURKE,,,,,,,,,POINT (-114.0493525 50.9770809)
MUSCLE BUILDER,BED613,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,150613,3,CLIMBER,HORIZONTAL CLIMBER,BLUE IMP,,,,,,,,SENIOR,POINT (-114.0597991 51.1286361)
NO ORTHO OR PICTOMETRY AT TIME OF CAPTURE; WILL NEED TO BE ADJUSTED,NGM541,,CALGARY PARKS,CALGARY PARKS,POURED IN PLACE ON SLOPE; 2018/04/24: PG EQUIPMENT DONATED THROUGH FUNDRAISING EFFORTS BY COMMUNITY ASSOCIATION WITH PARKS FOUNDATION,ACTIVE,,2,SLIDE,HILL,GAME TIME,,,,,,,NO,,POINT (-114.1123041 51.0065898)
,KIL620,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,430620,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,NO,SENIOR,POINT (-114.1272309 51.0288287)
,FAI203,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR; DAISY,ACTIVE,,4,STATIONARY TOY,TO BE IDENTIFIED,KOMPAN EQUIPMENT,,,,,,,,COMBINED,POINT (-114.0646488 50.9874884)
,BOW210,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120210,2,SLIDE,SPIRAL SLIDE,,,,,,,,,SENIOR,POINT (-114.1778792 51.0804451)
2,VAR456,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120245,1,SWING,NO BREAKDOWN,,0,2,0,0,0,0,,SENIOR,POINT (-114.1638623 51.0849887)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,WES099,,CALGARY PARKS,CALGARY PARKS,HURDLES,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-113.9704321 51.1032754)
,MRT307,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,140307,9,MULTI PLAY COMPLEX,NO BREAKDOWN,CHILDSPACE,,,,,,,,SENIOR,POINT (-113.969599 51.113191)
XX ACR 2,OGD806,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,PLAYCRAFT,2,2,,,,,,COMBINED,POINT (-114.0039811 50.9871403)
,HAW163,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,110163,2,SLIDE,STRAIGHT SLIDE,BLUE IMP,,,,,,,NO,SENIOR,POINT (-114.1701054 51.1249934)
,PAN003,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,150003,15,SPRING TOY,VEHICLE,,,,,,,,,JUNIOR,POINT (-114.0910788 51.1531445)
,COV106,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,2,SLIDE,STRAIGHT SLIDE,,0,0,0,0,0,0,,SENIOR,POINT (-114.0596354 51.1660693)
METAL,BOW180,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,120180,2,SLIDE,STRAIGHT SLIDE,,,,,,,,NO,JUNIOR,POINT (-114.2000335 51.0876388)
,RUN259,,CALGARY PARKS,CALGARY PARKS AND SCHOOL,SENIOR,ACTIVE,160259,1,SWING,NO BREAKDOWN,BLUE IMP,0,2,0,0,0,0,,SENIOR,POINT (-113.9620417 51.0750293)
METAL,SHN406,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,330406,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,SENIOR,POINT (-114.0807291 50.9123549)
,DOV762,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,350762,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-113.9744711 51.0233606)
,SGH030,,CALGARY PARKS,CALGARY PARKS,SLIDE WTH POD CLIMBERS,ACTIVE,,2,SLIDE,STRAIGHT SLIDE,,,,,,,,,,POINT (-114.1479805 51.1748476)
DINOSAUR,HAY239,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,310239,4,STATIONARY TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.0761619 50.977664)
3 SEATER,TUS659,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,120659,7,TEETER TOTTER SEESAW,SPRING TEETER,ROMPERLAND,,,,,,,NO,COMBINED,POINT (-114.2557481 51.1265545)
,TUS614,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,120614,1,SWING,NO BREAKDOWN,LITTLE TIKES,2,2,0,0,0,0,NO,COMBINED,POINT (-114.2455844 51.1275199)
,SOM676,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,NO,,POINT (-114.0871924 50.9016543)
,VAR118,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,120118,15,SPRING TOY,VEHICLE,LITTLE TIKES,,,,,,,,JUNIOR,POINT (-114.1588823 51.0888991)
,SOW207,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,310224,1,SWING,NO BREAKDOWN,BLUE IMP,0,2,0,0,0,0,,SENIOR,POINT (-114.0787004 50.9531604)
"SEYMOUR
XX ACR 2",ASP014,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,NO,COMBINED,POINT (-114.2223871 51.0511312)
,PAN456,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,150456,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-114.0878 51.1514888)
,BLM004,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,3,CLIMBER,BILLY GOAT BRIDGE,,,,,,,,NO,SENIOR,POINT (-114.0682998 50.8670837)
,DOV777,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,350777,2,SLIDE,SPIRAL SLIDE,,,,,,,,,SENIOR,POINT (-113.9857542 51.0160821)
,MRT101,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,140101,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-113.9532303 51.1120127)
,WAL024,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,3,CLIMBER,BILLY GOAT BRIDGE,NATURES INSTRUMENTS EQUIPMENT,,,,,,,NO,,POINT (-114.0149863 50.8655422)
XX ACR 2,NEB702,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,,4,,,,,,COMBINED,POINT (-113.9378461 50.9222631)
,MCT834,,CALGARY PARKS,CALGARY PARKS,AQUA-DROP; OAA EXPIRED 2023/02/21. NOW PARKS MAINTAINED,ACTIVE,,17,WATER PARK TOY,NO BREAKDOWN,,,,,,,,,,POINT (-113.9666431 50.9224317)
,CAS072,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,140072,1,SWING,NO BREAKDOWN,BLUE IMP,1,1,0,0,0,0,YES,COMBINED,POINT (-113.9643644 51.1047207)
,MLR413,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,5,SPINNING TOY,SPINNING POLE,,,,,,,,,SENIOR,POINT (-114.0811286 50.9182112)
,LKV525,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,440525,1,SWING,NO BREAKDOWN,LITTLE TIKES,0,2,0,0,0,0,,SENIOR,POINT (-114.1367824 50.9989913)
,MPK549,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,360549,1,SWING,NO BREAKDOWN,BLUE IMP,1,1,0,0,0,0,,SENIOR,POINT (-113.9465824 51.0543309)
,RUN274,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,160274,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-113.9609323 51.0780791)
,ASP508,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,430508,1,SWING,NO BREAKDOWN,BLUE IMP,1,1,0,0,0,0,NO,SENIOR,POINT (-114.213746 51.043239)
,REN125,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,,2,SLIDE,STRAIGHT SLIDE,,0,0,0,0,0,0,,,POINT (-114.0456082 51.0657059)
,RVW002,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,,3,CLIMBER,WEB CLIMBER,,,,,,,,,,POINT (-113.9253576 50.8724909)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,DDG050,,CALGARY PARKS,CALGARY PARKS,2 PERSON COMBO LAT PULL DOWN/CHEST PRESS,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.0174651 50.9593269)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,VAL076,,CALGARY PARKS,CALGARY PARKS,WOBBLE BOARD STATION; 2017/03/09:  SEE REPOSITORY FOR FURTHER INFO R:\AMENITIES\MISCELLANEOUSVAL076\FIT_PARK,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.2473989 51.0912698)
,SIG735,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,440735,15,SPRING TOY,ANIMAL,LITTLE TIKES,,,,,,,NO,JUNIOR,POINT (-114.1735972 51.0280376)
CHANGE MAINTAINED_BY,HIW859,,CALGARY PARKS,CALGARY PARKS,SENIOR; LEASE BOUNDARY REVISED TO EXCLUDE PG 2012,ACTIVE,130859,7,TEETER TOTTER SEESAW,FULCRUM,BLUE IMP,,,,,,,,SENIOR,POINT (-114.0772991 51.0905827)
,SGH008,42 SAGE MEADOWS PA NW,CALGARY PARKS,CALGARY PARKS,LOG CLIMBER,ACTIVE,,3,CLIMBER,WOODEN CLIMBER,,,,,,,,NO,,POINT (-114.1290014 51.1755741)
,GDL818,,CALGARY PARKS,CALGARY PARKS AND OTHER BU,JUNIOR,ACTIVE,430818,1,SWING,NO BREAKDOWN,BLUE IMP,2,0,0,0,0,0,NO,JUNIOR,POINT (-114.1519615 51.0330759)
,SIL264,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,1,SWING,,GAMETIME,2,,,,,,,,POINT (-114.2065068 51.104717)
,VAL076,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,430076,15,SPRING TOY,MULTI BOUNCE,LITTLE TIKES,,,,,,,YES,SENIOR,POINT (-114.2453901 51.0899478)
,MOP886,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,130886,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-114.0746469 51.0789058)
ACR 3 FL ACR 2,ING018,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,420018,2,SLIDE,STRAIGHT SLIDE,BLUE IMP,,,,,,,,SENIOR,POINT (-114.0323854 51.0380495)
XX ACR 2,OGD790,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,MAX PLAY,1,1,,,,,,COMBINED,POINT (-114.0170273 51.0003315)
,PKH353,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,420353,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0659014 51.0189401)
,CAS072,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,140072,7,TEETER TOTTER SEESAW,SPRING TEETER,,,,,,,,,SENIOR,POINT (-113.9643693 51.1046237)
,LKB501,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,15,SPRING TOY,VEHICLE,,,,,,,,,JUNIOR,POINT (-114.0570557 50.9441417)
,LKB451,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,320451,1,SWING,NO BREAKDOWN,,2,0,0,0,0,0,,JUNIOR,POINT (-114.0400421 50.9464847)
,BLM004,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,3,CLIMBER,BILLY GOAT BRIDGE,,,,,,,,NO,SENIOR,POINT (-114.0684578 50.8671757)
SERPENTINE,LKV533,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,440533,3,CLIMBER,RIBBON SPIRAL CLIMBER,LITTLE TIKES,,,,,,,,SENIOR,POINT (-114.1358405 51.0061436)
,PIN024,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,160024,7,TEETER TOTTER SEESAW,SPRING TEETER,PLAYWORLD,,,,,,,,JUNIOR,POINT (-113.9476985 51.0690348)
XX ACR 2,CPF864,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,3,CLIMBER,DOME NET OR WEB CLIMBER,,,,,,,,,SENIOR,POINT (-113.9315674 50.914722)
"3

ANIMAL - WHALE",SIL241,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,120245,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.2001899 51.1071195)
,MCT801,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,340801,2,SLIDE,SPIRAL SLIDE,PARIS,,,,,,,,SENIOR,POINT (-113.9672143 50.9150648)
,HOU484,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.1102384 51.0643983)
,MRT307,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,140307,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-113.9696927 51.1132314)
,RAN029,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,110029,3,CLIMBER,BILLY GOAT BRIDGE,,,,,,,,,JUNIOR,POINT (-114.1909181 51.1175665)
,DDG747,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,3,CLIMBER,DOME NET OR WEB CLIMBER,,,,,,,,,SENIOR,POINT (-113.9779774 50.9371363)
,CHA279,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,330279,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,,SENIOR,POINT (-114.0342324 50.8795248)
,SCE275,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,120275,1,SWING,NO BREAKDOWN,BLUE IMP,1,1,0,0,0,0,,COMBINED,POINT (-114.2160859 51.1122825)
,OAK066,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,4,STATIONARY TOY,VEHICLE,,0,0,0,0,0,0,,JUNIOR,POINT (-114.1220088 50.967987)
,VAR099,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120099,1,SWING,NO BREAKDOWN,BLUE IMP,0,2,0,0,0,0,YES,SENIOR,POINT (-114.1709678 51.1055378)
,THO702,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,8,TRACK RIDE,NO BREAKDOWN,PARK N PLAY DESIGN,,,,,,,YES,,POINT (-114.061357 51.1001686)
,WSP035,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,15,SPRING TOY,ANIMAL,PLAYWORLD,,,,,,,NO,JUNIOR,POINT (-114.2161581 51.0627311)
NO DAS AT TIME OF CAPTURE,RIV704,,CALGARY PARKS,CALGARY PARKS,SENSORY WAVE SEA,ACTIVE,,15,SPRING TOY,CHAIR,GAME TIME,,,,,,,,,POINT (-114.0200158 50.9674729)
,GRV703,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,5,SPINNING TOY,SPINNING POLE,KIDNATION,,,,,,,,,POINT (-114.0565143 51.0981944)
,RAN035,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,110035,7,TEETER TOTTER SEESAW,FULCRUM,BLUE IMP,,,,,,,NO,COMBINED,POINT (-114.1800895 51.1137073)
,CRM003,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,15,SPRING TOY,TO BE IDENTIFIED,,,,,,,,,,POINT (-114.2705481 51.0836564)
,BDO454,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,NO,,POINT (-114.0341287 50.9461829)
,MDH004,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,,3,CLIMBER,HORIZONTAL CLIMBER,HABITAT SYSTEMS,,,,,,,NO,,POINT (-114.203623 51.0803151)
,LKB506,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,320506,1,SWING,NO BREAKDOWN,,2,0,0,0,0,0,,JUNIOR,POINT (-114.048639 50.9464164)
,MPK539,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,360539,1,SWING,NO BREAKDOWN,BLUE IMP,2,2,0,0,0,0,,SENIOR,POINT (-113.950736 51.0620272)
SERPENTINE,PIN033,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,160033,3,CLIMBER,RIBBON SPIRAL CLIMBER,,,,,,,,,SENIOR,POINT (-113.9485308 51.079579)
,RCK752,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,430752,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,NO,SENIOR,POINT (-114.1505477 51.0387696)
,HSD003,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,,,,,,,,NO,,POINT (-113.9133123 51.1172358)
,CED109,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,5,SPINNING TOY,SPINNING POLE,GAMETIME MANUFACTURER,,,,,,,,,POINT (-114.1381816 50.961868)
,FLN752,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,3,CLIMBER,VERTICAL LADDER CLIMBER,,,,,,,,,SENIOR,POINT (-113.9681601 51.0358485)
,YKV002,,CALGARY PARKS,CALGARY PARKS,"NO PG EQUIPMENT DETAILS IN PLANS, PLEASE ADVISE OF DETAILS AFTER INSPECTION",ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,,POINT (-114.0784749 50.8754702)
CHANGE MAINTAINED_BY,HIW859,,CALGARY PARKS,CALGARY PARKS,SENIOR; LEASE BOUNDARY REVISED TO EXCLUDE PG 2012,ACTIVE,130859,2,SLIDE,SPIRAL SLIDE,BELAIR,,,,,,,,SENIOR,POINT (-114.077311 51.0905026)
METAL,MID377,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,330377,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,JUNIOR,POINT (-114.0492158 50.9139011)
,APP574,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,4,STATIONARY TOY,PLAY HOUSE,,,,,,,,,COMBINED,POINT (-113.9265513 51.0426664)
ANIMAL - HORSE,DIS105,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,440105,15,SPRING TOY,ANIMAL,LITTLE TIKES,,,,,,,NO,JUNIOR,POINT (-114.1962405 51.0111328)
ROPE,SDC393,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,330393,3,CLIMBER,DOME NET OR WEB CLIMBER,,,,,,,,,SENIOR,POINT (-114.0397124 50.9084875)
,DOV779,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,350779,2,SLIDE,SPIRAL SLIDE,,,,,,,,,SENIOR,POINT (-113.9918464 51.017224)
,CHK009,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,310009,2,SLIDE,SPIRAL SLIDE,,,,,,,,,SENIOR,POINT (-114.0904193 50.9813387)
